OG0008775	FCP1
OG0006092	OsHCAR
OG0002366	OsCIPK12,PK4
OG0002010	HMG2
OG0020359	OsSPL14
OG0010881	OsHBP1b
OG0009208	OsATL53
OG0014882	OsADC1
OG0020046	Lsi6
OG0002095	OsPi304
OG0017410	OsABA2
OG0014884	YGL18
OG0014802	Orysa;NAP1;1
OG0010802	SAD1
OG0002097	OsiBBC1
OG0024049	OsMLD1
OG0017768	HSP40
OG0014886	OsSWN1
OG0014571	OsBRXL2
OG0006098	OsSQD1
OG0017413	Chl1
OG0006058	OsHXK10
OG0002058	OsBC1L4
OG0014573	OsYUC11,OsYUC12
OG0010888	PNZIP
OG0006059	OsCKX9
OG0002059	OsALS1
OG0017456	OsPHY2
OG0014889	LRD6-6
OG0014848	OsPAO
OG0010849	OcXII
OG0017458	OsIDS1
OG0017103	bel
OG0003941	Os6
OG0025975	RA8
OG0017146	WGL2
OG0007901	Oshox14
OG0014224	MKB3
OG0003984	WCR1
OG0003943	OsSUVH7
OG0021936	OsHKT1;5
OG0021662	Sdt97
OG0021621	OsBT1-3
OG0017107	OsGASR1
OG0014225	OsEro1
OG0010266	BLEC-Str8
OG0010225	STR2
OG0021978	SLES
OG0021622	HL6
OG0017108	OsGASR1
OG0014267	OsWDR5a
OG0007904	V14
OG0025938	SPL36
OG0025664	OsCLP
OG0022741	OsTOP1
OG0007946	OsAP65
OG0007905	CIGR2
OG0003672	Kala4
OG0025391	OsKS1
OG0022742	OsTOP1
OG0021391	OsI-BAK1
OG0007906	OsWRKY78
OG0003906	OsDET1
OG0003673	OsR3L1,RCc3
OG0025666	Osmyb3
OG0000751	OsYSL15,OsYSL2
OG0022744	IPK1
OG0021393	OsCMO
OG0021352	OsARF19
OG0003360	Rc
OG0003635	DAO
OG0021395	COE1
OG0003636	OsV4
OG0000795	OsSUS5,OsSUS7
OG0007363	CLSY1
OG0003678	OsKS1
OG0007323	OsSRT1
OG0018720	OsPLIM2a
OG0000401	OsCCR1,OsCCR10
OG0000757	TGW6
OG0000716	RF6
OG0022476	Ghd7.1
OG0021399	OsIPK2
OG0021043	OsAAP3
OG0011880	OsWRKY21
OG0007366	OsDRZ1
OG0003051	OsAns
OG0000717	OsCIPK17
OG0021359	HKT3,OsHKT2;4
OG0021003	OsUBR7
OG0018722	OsMYB38
OG0007052	OsJar1
OG0022122	RF6
OG0021004	OsSPDS2
OG0018490	OsCYT-INV1
OG0003368	GSK2,OsGSK1
OG0003327	AKR4C14,OsAKR1
OG0025087	OsSIRP1
OG0011884	Psd1
OG0007096	SAB18
OG0021007	OsABP
OG0019844	AID1
OG0015844	FCA
OG0015803	NAL2,NAL3
OG0011570	OsBHT
OG0007097	OsClpR1
OG0000174	OsTUB1,OsTUB8
OG0000407	OsWRKY28
OG0021008	OsRCAR1
OG0019571	osmyoXIB
OG0018768	AP59
OG0015886	OsROS1,ROS1a
OG0015530	OsCYCA2;1
OG0011886	OsOFP6
OG0011804	OsGCD1
OG0011571	OsMY1
OG0021009	OsSPCH1
OG0019805	SRWD3
OG0019531	STD1
OG0018728	OsYABBY4
OG0015846	TAPE
OG0011846	GRA78
OG0007058	OsSIG5
OG0000135	OsPR1a
OG0015573	OsTPS3
OG0015574	OsMADS13
OG0011807	OsCMK
OG0007019	NL1
OG0019849	GSL5
OG0019575	OsCBSX3
OG0015260	OsWAKL21
OG0011534	OsWRKY13
OG0015809	OsRBD1
OG0015576	OSIPK
OG0015535	OsFIGNL1
OG0015220	PI3K
OG0011535	OsCesA4
OG0011261	OsABIL3
OG0004980	OsPM19L1
OG0011262	OsLFL1
OG0004981	OsCHX14
OG0019578	OsIAA10
OG0019579	KOB1
OG0019264	OsEPFL2
OG0015538	Ostrxm
OG0004983	bip130
OG0004942	OsREX1-S
OG0019539	HSA1a
OG0018106	OsPP18
OG0008944	
OG0019268	UGT85E1
OG0011268	OsRTH1
OG0023783	OsFBN1
OG0023742	PGL12
OG0005791	OsNMD3
OG0001751	OsMPG1,OsVTC1-3
OG0004949	OsRH17
OG0008361	OsAAP1
OG0008677	NSG
OG0008636	OsACOT
OG0008362	OsProT,OsProT3
OG0008321	OsSMCP1
OG0001754	OsHUB1
OG0001480	OsATM3
OG0023747	SRT702
OG0001714	AET1
OG0023748	OsAAP4
OG0008365	SQD2.1
OG0008325	OsWRKY29
OG0001443	OsAS2
OG0001402	OsNAAT1
OG0001799	GnT1
OG0001484	OsCAND1
OG0008052	Udt1
OG0005718	OsLCBK1
OG0004052	FLO10
OG0001444	OsDXS
OG0012841	WSL9
OG0008012	OsMsr9
OG0023438	OsFBX322
OG0016842	EBR1
OG0016801	OsPIP2;7
OG0012842	OsDof12
OG0004329	PiPR1
OG0004055	OsLG3b
OG0001406	OsZIP9
OG0005174	OsLti6b
OG0001407	OsExo70B1
OG0001448	OsGA2ox8
OG0016571	OsSPL18
OG0013963	OsRLCK311
OG0012886	OsGR1
OG0016572	OsMADS8
OG0012846	OsMATL
OG0005176	OsIAA4
OG0005177	APG
OG0001177	DEPG1
OG0008019	NYC4
OG0005178	OsMYB2P-1
OG0004019	OsNMD3
OG0016534	LGD1
OG0013693	VLN2
OG0012849	OsGERLP
OG0013694	OsSIG2A
OG0013612	RF2b
OG0016221	
OG0012536	OsCLP
OG0013696	OsFUG1
OG0016266	OsVPE4
OG0012225	OsABCI8
OG0020781	OsAHL1
OG0013618	MER3
OG0009904	OsARF12
OG0024741	OsPIN5b
OG0013345	OsRLCK107
OG0012268	OsNAC6
OG0009672	OSINV1
OG0009631	MMSDH
OG0009673	OsWRKY45
OG0002791	OsLG3b
OG0020743	CYP703A3
OG0016229	Bc6
OG0009907	OsPAO5
OG0006751	Orysa;NAP1;2
OG0013389	Rcn1
OG0002793	NRT1
OG0013075	DL
OG0009320	OsERF1
OG0002712	Rpp17
OG0013309	OsHsp18.0-CI
OG0013076	OsBRR1
OG0009321	OLE16
OG0006795	Stn7
OG0002480	OsDIS1
OG0002795	MetRS
OG0024747	LPL3
OG0009678	OsARF11
OG0006755	OsGINT1
OG0006481	OsCCaMK
OG0002481	OsANN3
OG0020707	OsMYB103L
OG0020433	RL1
OG0013078	GS3.1
OG0009090	Osmyb4
OG0006756	OsFEN-1
OG0009365	OsCER2
OG0020120	OsJAZ13
OG0009051	OsABAR1
OG0009052	RASI
OG0006759	OsSWC4
OG0002170	RNRL1
OG0024123	STS1
OG0017842	OsHPL3
OG0017801	OsNOA1
OG0024165	OsPi304
OG0017802	CRTintP
OG0009096	OsCASP1,OsCASP2
OG0002447	ONAC063
OG0002173	CYP97A4
OG0020166	OsALDH2b
OG0017885	OsDEES1,OsWAK92
OG0017844	OsGLP2-1
OG0017570	OsHIR1
OG0009097	ZL16
OG0006133	DPS1
OG0017845	RSP1
OG0002408	OsCaML2 
OG0017572	OsNLP1
OG0014690	SPL6
OG0010923	P31comet
OG0002135	NTRA,NTRB
OG0017888	OsbHLH59
OG0017847	OsBIABP1
OG0017573	OsRAV2
OG0020129	OsSPLAYED
OG0017807	Rf1a,Rf1b,Rf4
OG0009019	OsMYB57
OG0006178	GID1
OG0002179	OsBAG6
OG0014694	OsTRM13
OG0010928	CRD1
OG0017578	OscpSRP43
OG0014929	OsBBI1
OG0014615	OsCPL1
OG0014300	COX11
OG0010697	OsNIN-like3
OG0010342	RIR1
OG0014302	OHK4
OG0017267	CKI
OG0017227	FNR
OG0014304	OsTMK
OG0025701	OsRLCK253
OG0014346	SLR1
OG0014305	TIP3
OG0014031	OsNAC5
OG0003791	OsARP6
OG0014347	TT3.2
OG0014306	OsTVLP1
OG0014348	OsRHC1
OG0014074	ASCAB9-A
OG0007711	DPE1
OG0014349	OsTB1
OG0003794	RSP1
OG0000871	XIK1
OG0000830	Gn1a
OG0022590	BRK1
OG0021472	CCD1
OG0014309	PIBP1
OG0014035	OsGATA28
OG0007480	OsNLA1
OG0000872	OsCCD1
OG0010036	OsPORA
OG0010037	OsDOF18
OG0003400	OsMT1d,OsMT-I-4b
OG0022552	OsNPF7.1
OG0021475	HSA32
OG0003442	OsHI-XIP,OsXIP,riceXIP
OG0021161	OsLP1
OG0021120	OsIAA23
OG0022828	OsDOF18
OG0021162	OsABCG15
OG0018881	OsMADS6
OG0022596	NY1
OG0021163	Osnop
OG0018882	DHS
OG0021123	LC3
OG0015960	OsbZIP71
OG0000564	RSUS3
OG0021439	Pi36
OG0007406	OsRLCK241
OG0000565	OsUAM3
OG0000524	OsCYP51G3
OG0018885	RAV6
OG0011962	DGP1
OG0007133	OsEMF2b
OG0003407	FLO4
OG0000251	OsSWN1
OG0022518	OsBLE2
OG0019963	OsAREB8
OG0018845	SID1
OG0018804	OsINP1
OG0018530	OsABC1-2
OG0011963	OsMTP11
OG0007134	ETR2
OG0018805	OsTPP1
OG0015964	OsMED25
OG0015690	OsCML3
OG0003409	OsAKT2
OG0000527	OsGluTR
OG0019924	OsHAL3
OG0015965	OsEMF2b
OG0011691	OsGAE1
OG0007136	OsPP2C49
OG0000569	TGW6
OG0018848	OsMTA2
OG0015925	OsFTIP7
OG0015692	TOM2
OG0011692	OSMADS3
OG0011610	OsGH3-2
OG0000296	OsAGO1a,OsAGO1b
OG0000529	OsLTPL36
OG0000214	OsCAld5H1
OG0015926	OsMFS1
OG0007179	OsPLL4
OG0007138	OsSFL1
OG0011968	ZFP179
OG0011927	LAX1
OG0011694	SDS2
OG0022209	OsERF096
OG0019654	OsAPx8
OG0015380	OsBOR1
OG0011969	OsDSR2
OG0011928	OsBAG4
OG0018263	OsANTH3
OG0015655	OsUBL5
OG0011929	OsAMT2;3
OG0011614	OsCM
OG0019656	OsRPA2
OG0015656	DMC1A,OsDMC1
OG0019342	PSR1
OG0018539	OsLFR
OG0015342	SPL11
OG0019070	OsHAP3E
OG0015070	OsMDH12.1
OG0011618	TMS10L
OG0011070	OsSCYL2
OG0019345	OsAOC
OG0019071	OsNF-YB1
OG0004790	OsMet1-1,OsMet1-2
OG0019305	Roc8
OG0015347	OsMYB91
OG0015073	OsGRP3,Osgr-rbp4
OG0011388	ASL1
OG0008792	D11
OG0015033	OsMST8
OG0011389	OsTPC1
OG0011307	SLP1
OG0008752	OsPIMT2
OG0008711	OsABA1
OG0001870	OsLACS9
OG0019308	Gns1
OG0019076	OsbHLH034
OG0008713	OsPP65
OG0008480	OsGRX8
OG0001831	OsAOS2
OG0023591	MEICA1
OG0015036	OsSPP
OG0026474	OsEREBP1
OG0023825	OsWRKY62
OG0023593	STAR1
OG0015038	OsPKS2
OG0001560	GLO1,GLO3
OG0008484	OsAFB2
OG0004799	ONAC095
OG0004443	OsNIP3;2,OsNIP3;3
OG0001835	SnRK1B
OG0005836	OsDUR3
OG0005521	FLO7
OG0004485	OHP1
OG0005837	CLPP4
OG0001563	OsGatB
OG0023241	OsCYCA2;1
OG0016960	OsNCED3
OG0001290	OsTUB1,OsTUB8
OG0023242	CDE4
OG0008488	Gnp4
OG0026166	OsWAK11
OG0004133	OsTudor-SN
OG0023203	OsMSR2
OG0008449	OsbHLH156
OG0005293	OsGA2ox1
OG0001252	OsIAA20
OG0016690	OsDREB1B
OG0012964	HOX12
OG0008409	An-1
OG0008135	OsAtg8
OG0001568	OsPDX1.1,OsPDX1.2,OsPDX1.3
OG0001294	OsDEF7
OG0023205	OsNADK1
OG0012924	OsGA2ox6
OG0008177	OsSPL13
OG0005569	TAW1
OG0016651	OsGSTZ2
OG0016652	OsGSTZ2
OG0016611	Os9BGlu33
OG0016968	OsOAT
OG0016927	OsCRP1
OG0012612	OsSR45
OG0005216	HTH5
OG0016654	OsRAD21-3
OG0012340	OsSBP
OG0016341	KRP3
OG0012300	OsProT1
OG0005219	OsTIR1
OG0016657	OsFH15
OG0013460	OsTDF1
OG0016302	LYP4
OG0016070	AL2
OG0016619	OsBIANK1
OG0012345	C3H12
OG0009790	FLO2
OG0013465	MIT
OG0012306	OsDCL3a
OG0012032	OsCOI1
OG0012389	OHK2
OG0020863	OsSNAT2
OG0009753	OsLPLA
OG0009712	OsIBH1
OG0002830	OsCPPR1
OG0020823	OsAK1
OG0016309	OsANN10
OG0006831	OsMYB55
OG0020865	OsVAMP714
OG0013469	OsPYL6
OG0013113	GLN1;2
OG0012077	ENAC1
OG0009440	WSP1
OG0006873	OsNINJA1
OG0006832	OsSYP71
OG0020866	OsBSK3
OG0013155	OsACBP5
OG0009715	OsPELOTA
OG0002833	Os3BGlu7
OG0012038	QHB
OG0009757	OsJAZ1
OG0002875	OsACBP2,RPP10
OG0006520	MFS1
OG0009444	COLD1
OG0020514	OsRFPH2-10
OG0020281	OsOTS1
OG0009171	RAVL1
OG0020241	OsJMT1
OG0009446	AOX1a
OG0006879	OsFWL4,OsFWL7
OG0006564	OsRacD
OG0009173	OsSAH3
OG0006839	SUI2
OG0002524	TDD1
OG0009174	OsF3H04g
OG0009133	OsFH3
OG0006525	OsAIR1
OG0006292	OsPTB2
OG0017922	OsNek3
OG0009175	OsRFPH2-6
OG0009177	OsSCE3
OG0009136	STRK1
OG0006254	IDEF2
OG0002569	OsMOT1;1
OG0009137	GT-2
OG0006529	OsMSH5
OG0006214	TCM5
OG0002529	EFA27
OG0009138	OsLCBK2
OG0017927	OsARP
OG0017653	OsDCL1a
OG0009139	Oshox22
OG0010773	ASPR1
OG0006218	RMS2
OG0010733	OsEXPA8
OG0017302	OsPR1a
OG0014420	OsRZ3
OG0017303	REB
OG0017071	OsMADS14
OG0014737	OsABCG18
OG0010463	OsNF-YC13
OG0017072	OsMADS34
OG0014464	EPAD1
OG0017032	OsSUV3
OG0025821	OsPUB41,OsUPS
OG0014425	OsSCL30
OG0014110	OsGUN4
OG0025822	OsTITANIA
OG0014426	OsBIHD1
OG0014193	OsSHM1
OG0025865	STAR1
OG0010469	OsGI
OG0022943	OsCDR1
OG0000951	OsSPL10
OG0014197	TCD10
OG0010156	NRR
OG0021512	OsARF17
OG0025869	OsCYP96B4
OG0022672	OsHUS1
OG0021869	OsCYP71D8L
OG0021595	OsbZIP52
OG0010199	OsSQD2
OG0010158	NRR
OG0003877	OsMADS30
OG0003836	ESA1
OG0000995	MOC2,OscFBP2
OG0022947	OsbZIP01
OG0021240	OsPSK
OG0007563	ABC1
OG0021597	OsPLS1
OG0018960	OSOTP51
OG0007523	OsMUTE
OG0007290	OsPIP2;6
OG0000682	OsLAC10
OG0000915	HOS59
OG0000642	OsPht1;1,OsPht1;2,OsPht1;3
OG0021284	OsFTIP1
OG0007210	OsNAS1
OG0000917	OsNAS2
OG0025285	OsCYP21-4
OG0022677	EFA27
OG0007567	SPIN6
OG0007293	OsEXP1
OG0025204	ONAC063
OG0022322	OsRACK1A
OG0000686	OsMADS25
OG0000645	OsDREB1C
OG0022679	OsFH3
OG0021246	OsHAK10
OG0018650	hbd2
OG0000687	OsGORK
OG0000605	OsSar1a
OG0022324	OsMATE2
OG0018651	HWH1
OG0000688	OsNF-YB9
OG0000332	BPH26
OG0022092	OsIPT2
OG0021289	OsiSAP8
OG0018693	OsNIT2
OG0007215	OsARG
OG0000607	OsVPE2
OG0011730	OsPAP10a
OG0019731	,OsGLIP2
OG0018969	OsABA8ox1
OG0007258	rFKBP75
OG0018614	
OG0018381	GH2
OG0015773	OsTBL1,OsTBL2
OG0018341	OsNAAT2
OG0003219	Os12BGlu38
OG0000063	OsHSP18.2
OG0022097	OsPLC4
OG0018657	OsCER1
OG0015734	OsWRKY50,OsWRKY65
OG0015460	OsVIL2
OG0022098	OsTZF5
OG0022016	OHK1
OG0015776	OsFER2
OG0019462	OsERF2
OG0018385	MTD1
OG0018344	OsCS1
OG0018304	OsKAT3
OG0019779	OsCLF
OG0015423	PPS1
OG0011423	HAZ1
OG0018306	OsAGAP
OG0015191	OsLOL1
OG0011191	OsFBK1
OG0019151	OsANN1
OG0019110	Ghd2
OG0018033	OsGBP
OG0015425	OsNDPK2
OG0023981	OsSYP121
OG0015426	XB21
OG0015193	OMTN3
OG0011467	OsHsfC1b
OG0023900	BSR1
OG0019194	Lsi1
OG0015112	VQ8
OG0011468	OsYUCCA3
OG0008872	OsDLK
OG0005990	OsVTE1
OG0011154	OsAKT1
OG0005991	OsABI4
OG0005950	CYCU4;1
OG0015429	OsKCH1
OG0015114	OsMBD707
OG0019197	LYL1
OG0015197	OsPIL11
OG0011115	OsWRKY11
OG0008875	OsDBH
OG0005952	OsNDPK4
OG0004875	OsPIN9
OG0001911	OsPht1;8
OG0008561	OsOFP14
OG0005953	OsMSRA4.1
OG0015158	OsTRBF2
OG0008836	OsNAC2
OG0001954	GL3.1,OsPPKL3
OG0001680	OsGRDP1
OG0019118	OsHAK16
OG0011118	OsOFP2
OG0005681	OsLTPL159
OG0004522	OsPEX5
OG0001996	OsACO1
OG0005997	OsEm
OG0001915	OsNR1
OG0005998	YGL1
OG0005916	OsGGT
OG0005601	OsDCL3b
OG0004524	OsHAC1;1,OsHAC1;2
OG0004291	OsASHL1,OsASHL2
OG0001601	OsGA2ox6
OG0005958	REL2
OG0008211	OsMED14_1
OG0005644	OsGRXS17
OG0001370	OsSCE1
OG0023637	OsPi304
OG0008212	ZFP177
OG0001919	OsFIE2
OG0001371	OsBSK1-2
OG0023638	OsEXPA17
OG0001605	OsYSL15,OsYSL16,OsYSL2
OG0005688	GFR1
OG0005373	OsTDL1A
OG0001332	OsCUL1-1
OG0008215	OsARID3
OG0005689	OsYABBY3
OG0023052	OsMSR2
OG0012771	ONI1
OG0008216	OsPK2
OG0001649	OsPAP21b
OG0016731	OsPUB73
OG0001020	OsDTS2
OG0023369	OsbHLH061
OG0012773	OsCYN
OG0001377	DRUS1,DRUS2
OG0001022	OsGLP1
OG0013893	OsCIPK14,OsCIPK15
OG0016461	OSISAP1
OG0012776	OsJAZ11
OG0013813	D53
OG0012777	OsJAZ9
OG0023018	OsRab11C1
OG0013814	OsSIZ2
OG0001067	OsYUC11,OsYUC12
OG0013582	OsGLU1
OG0013541	OsbZIP28
OG0012423	OsGT47A
OG0012150	OsAAP6
OG0005069	OsWSL4
OG0016192	DEP1
OG0012110	OsMGT1
OG0013859	OsMYB60
OG0013585	OsPHR1
OG0013503	OsCP12
OG0012193	EG1
OG0012111	OsMGT1
OG0020982	OsADF,OsFbx352
OG0013819	OsTGA912
OG0013545	OsCK1
OG0020983	OsADF,OsFbx352
OG0016113	OsEDS1
OG0006991	OsRAN2
OG0012429	SDG714
OG0006992	OsPPR6
OG0024903	OsRpoTp
OG0016197	OsDSG1
OG0013589	CS3
OG0013507	OsiEZ1
OG0012115	SAPK4
OG0009560	OsFLS2
OG0024630	OsENOD93-1
OG0012116	Os-POLLUX
OG0006994	OsCV
OG0024672	OsRHL1
OG0024631	OsZFP1
OG0013509	OsClpP5
OG0006680	OsbHLH133
OG0020906	OsCUC1
OG0020674	OsCCA1
OG0009879	OsIM1
OG0006682	OsGWD1
OG0002915	OsRCI-1
OG0002600	OsIPMDH
OG0013238	D50
OG0009565	Ctb1
OG0006601	RISBZ1
OG0002683	OsrbcL1
OG0020320	SRWD1
OG0006684	OsTZF7
OG0006643	Hb5
OG0002958	OsWRKY76
OG0024677	OsORC1
OG0009526	GLR3.1
OG0002959	HIS1
OG0009212	OsSIRH2-14
OG0006330	OsCOI1b
OG0002371	LTG5,OsUGT706C2
OG0002604	OsDOF18
OG0020638	Osfuct
OG0009296	OsSPL7
OG0009214	CYP87A3
OG0006688	OsUGT706D1
OG0006332	OsLSD1
OG0002688	BS1
OG0020366	OsCUC3
OG0020325	OsWRKY30
OG0006648	OsTPS1
OG0002689	RC24
OG0009257	OsCPK12
OG0002649	OsSAE1a
OG0002060	DBS1
OG0014890	OsSIK1
OG0009217	ROC4
OG0024328	OsHAC4
OG0009218	OsRINGzf1
OG0020329	CSN6
OG0014892	OsACS6
OG0014810	OsMATE1
OG0002022	Os9BGlu33
OG0002063	RAB21
OG0010811	OsGT1
OG0020098	OsPCS2
OG0014894	OsGBP1
OG0014812	OsbHLH96
OG0017462	OsRIP1
OG0014895	OsRDR6
OG0014855	Z3
OG0002026	ODCa
OG0014897	OsSPX-MFS3
OG0017110	OsBIERF1
OG0010899	OsTATC
OG0010817	RDD1
OG0010543	OsKAT2
OG0017194	OsPS1-F
OG0014230	OsHDR
OG0010545	OsTOD1
OG0010271	OsNPF6.1
OG0017469	ZFP15
OG0014587	OsRad52-2a
OG0014546	OsGA20ox1
OG0021902	OsCDR1
OG0014506	IF1-2
OG0010548	OsLEA1a
OG0010274	Pi36
OG0003911	OsDDB1
OG0025671	WED
OG0017157	OsMYB36c
OG0014549	OsKu80
OG0021905	HSA1a
OG0021631	MHZ1
OG0007913	OsGAPDH
OG0025947	XIK1
OG0022750	OsCSN5A
OG0014277	DNL-4
OG0010236	TPI
OG0007640	OsCBK
OG0022792	OsMYB106
OG0025949	phot1a
OG0025360	OsHKT1;1
OG0007642	OsHsfB4d
OG0025676	OsP5CR
OG0021321	OsMTOPVIB
OG0003603	OsCPK18,OsCPK4
OG0025363	NRP1
OG0021678	OsGMST1
OG0021322	OsWJUMK1
OG0003645	OsbHLH65
OG0000722	OsCPS
OG0025323	SWL1
OG0022400	Sc
OG0003331	Osmtd1
OG0000490	OsPUP1
OG0018770	OsSta2
OG0000492	OsCpn601
OG0021052	OsMIOX
OG0007375	OsBC1L8
OG0003608	WAF1
OG0000767	OsDEES1,OsWAK92
OG0025094	OsSPL
OG0025012	OsLCT1
OG0021327	XYXT1
OG0021012	BLEC-Str8
OG0011890	OsPUB3
OG0007335	OsIRO3
OG0021054	OsPYL9
OG0011891	OsEPFL9
OG0003062	CYP76C6
OG0025055	OsMYC2
OG0021329	OsOPR7
OG0019851	OHK1
OG0018733	OsVPE3
OG0011810	OsPIN9
OG0007338	OsTDL1A
OG0007339	OsPTD1
OG0022176	LIP1
OG0019854	OsSWEET15
OG0018421	HDA705
OG0015580	OsCBSCBSPB4
OG0011854	OsNAC4
OG0000184	OsPDC1
OG0021018	EL5
OG0019814	OsExo70-F2
OG0018463	OsTMT2
OG0011855	OsGPAT3
OG0015582	HDAC10
OG0011582	COPT1,COPT5
OG0018739	OsGrx10
OG0011542	THIS1
OG0003069	OsC6
OG0019502	CDSP32
OG0018466	GW2
OG0011543	NOG1
OG0007029	OsAPL2,OsAPL3
OG0019585	OsDHHC1
OG0019544	OsGR2
OG0011818	CycB1;1
OG0019271	OsTSD2
OG0018468	OsBON1
OG0011545	OsERF922
OG0019231	OsCKT1
OG0018195	OsFlot
OG0018113	OsDHSRP1
OG0011587	TCM1
OG0011231	OsTARL2
OG0019547	OsGL1-6
OG0019506	OsIAA9
OG0011273	OsPAO1
OG0011232	D61
OG0019507	OsbHLH107
OG0019274	OM64
OG0011275	OsRBAP1
OG0008994	OsGrx
OG0023790	OsTOP6B
OG0008680	OsSKOR
OG0004954	OsRLCK176
OG0004913	OsDEF7
OG0015277	HDA704
OG0004956	OsNOMT
OG0004600	OsCCR1,OsCCR10
OG0019238	OsMADS22
OG0004683	OsHI-LOX
OG0019239	OsFKBP12
OG0005761	OsNP1,OsTMS18
OG0004999	OsMYB48-1
OG0001761	OsFKI
OG0004370	OsUgp1,OsUgp2
OG0008919	OsLa1
OG0008371	OsFPFL4
OG0005763	OsEMSA1
OG0001763	OsBT
OG0005490	OsABCG25
OG0005724	OsCYB5-2
OG0005450	OsZIP11
OG0026010	SAUR39
OG0005452	RFC3
OG0001411	OsSET22
OG0008376	OsWRKY42,OsWRKY51
OG0005453	JMJ704
OG0004061	MOF
OG0026013	OsSAUR45
OG0012891	OsFMO
OG0012850	RPE
OG0005495	OsHCI1
OG0005413	OSMADS58
OG0004021	EMP5
OG0016851	OsNLP4
OG0012892	OsHSFA2d
OG0004337	OsPAP2
OG0012893	OsARD,OsARD1
OG0004064	Os3BGlu6
OG0012853	CYP704B2
OG0001498	UGT74J1
OG0026058	CKI
OG0008066	CIGR1
OG0004066	SDS
OG0005459	MSH2
OG0005144	OsGlnB
OG0004067	Oshsp26
OG0001459	RSP1
OG0026019	OsNAC109
OG0016541	FBL55
OG0013974	SAB18
OG0008027	OsENT2
OG0005419	OsPYL
OG0016898	CDS1
OG0012583	OsIRO2
OG0001105	REP-1
OG0016817	FSM
OG0012858	DPW
OG0012584	OsIRO2
OG0012502	OsHAK2
OG0016859	OsMLH3
OG0016503	OsPi304
OG0013662	OsELF4a
OG0012585	OsIRO2
OG0012270	sd1
OG0016819	OsTPR1
OG0013622	OsHLH61
OG0012586	OsIRO2
OG0013979	OsbZIP81,RSG
OG0009950	OsUGT1
OG0013939	Os_SMK1
OG0013666	OsINO80
OG0013392	OsGSTL2
OG0013310	SRWD5
OG0009993	OsDjC46
OG0009952	YSS1
OG0013393	OsGSTL2
OG0009912	sh4
OG0012276	OsADK1
OG0013080	OsSRO1c
OG0024751	OsGRX20
OG0020792	PSS1
OG0013355	OsGDI3
OG0013081	DSM3
OG0024752	IF1-1
OG0002760	OsMSR2
OG0020712	OMTN6
OG0013357	OsGLYI3
OG0013316	OsPP1c
OG0012239	OsIG1
OG0009917	OsRR6
OG0020795	RBS1
OG0009685	OsO3L3
OG0020481	OsCOL15
OG0020440	rFKBP64
OG0013359	OsDUF26
OG0013319	OsDGD2β
OG0009331	OsAGO2
OG0006764	OsLF
OG0024716	OsORC3
OG0009647	OsGT61-1
OG0009332	OsDSR-1
OG0002765	OsMLH1
OG0020484	WTG1
OG0009689	SAPK1
OG0002492	GLO4
OG0020759	OsICE1
OG0002411	OsCYP84A
OG0020171	OsHSBP2
OG0013008	HTD2
OG0009020	OsPLIM2b
OG0006453	OsSNAT1
OG0002453	ADCa
OG0020487	OsCP1
OG0009336	NAL1
OG0006180	OsSPL9
OG0002728	OsYchF1
OG0002180	OsWee1
OG0009378	OsAP2-39
OG0009337	Osl2
OG0020174	Hd1
OG0002182	Osmtd1
OG0014930	RUPO
OG0006183	CLA1
OG0017854	OsBRM
OG0014931	OsBAG3
OG0002143	OsGH9B1
OG0014973	OsPi304
OG0009026	Rpp16
OG0006144	OsCYCP1;1
OG0002144	OsRDR1
OG0009027	OsGATL5
OG0006104	SMOS1
OG0002145	OsPIN1,OsPIN1a
OG0002105	OsCNX
OG0014935	MHZ3
OG0017585	CEBiP
OG0017503	OspTAC2
OG0010936	OsUBP6
OG0010662	CCP1
OG0010621	OsESG1
OG0002189	OVP1,OVP2
OG0002148	BC3
OG0017586	OsACS
OG0010622	OsSRLK
OG0014979	OsLFNR2
OG0002109	CAP1
OG0014665	OsNaPRT1
OG0014351	OsPIP5K1
OG0014393	OsHIPL1
OG0017509	OsDEX1
OG0010669	OsIAA3
OG0021792	OsLHY
OG0017237	DST
OG0014315	OsGS1;3
OG0010356	HEIP1
OG0010082	OsSUI1
OG0010000	AM1
OG0021712	DCM1
OG0014083	OsAL11
OG0010001	OsRLR4
OG0014317	OsDRM2
OG0010043	OsPK3
OG0010002	OsAAE3
OG0010003	OsFTIP6
OG0014045	OsSADR1
OG0007723	SRWD5
OG0021483	DFOT1
OG0021442	OsIRX14
OG0021401	STAR1
OG0010087	EL5
OG0021485	OsPHF1
OG0010007	OsBSK3
OG0007452	OsCIPK2
OG0007411	OsEIL2
OG0025719	OsGLN1
OG0021404	OsMAR1
OG0010008	WSL5
OG0007412	OsSDR
OG0000571	OsIRX10
OG0025172	NRR
OG0010009	OsCAF1B
OG0007769	DEP2
OG0007180	Sc
OG0003495	CTB4a
OG0021406	OsNRT2.4
OG0018851	OsALMT7
OG0007181	TIG1
OG0003455	EDR1
OG0000573	OsBISERK1,SERK2
OG0025174	OsDA1
OG0021489	OsRAD51D
OG0021448	JMJ710
OG0003100	OsNAR2.1,OsNAR2.2
OG0022567	OsLBD38
OG0022211	OsEm
OG0021175	OsSNF7
OG0015930	OsFLU1
OG0007416	WOX11
OG0003142	PiPR1
OG0007417	OsDof24
